"id","date","confirmed","deaths","recovered","tests","vaccines","people_vaccinated","people_fully_vaccinated","hosp","icu","vent","school_closing","workplace_closing","cancel_events","gatherings_restrictions","transport_closing","stay_home_restrictions","internal_movement_restrictions","international_movement_restrictions","information_campaigns","testing_policy","contact_tracing","facial_coverings","vaccination_policy","elderly_people_protection","government_response_index","stringency_index","containment_health_index","economic_support_index","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","latitude","longitude","population","iso_alpha_3","iso_alpha_2","iso_numeric","iso_currency","key_local","key_google_mobility","key_apple_mobility","key_jhu_csse","key_nuts","key_gadm"
"59a13ceb",2021-10-11,44453506,715123,NA,601612264,411856804,217528325,193450839,57618,17902,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-12,44565082,717648,NA,603277273,412791100,217755705,193687958,56985,17755,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-13,44671639,719887,NA,605144973,413705981,217982038,193919983,55885,17534,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-14,44760608,721929,NA,607030749,414623956,218206799,194151759,54564,17069,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-15,44859168,724104,NA,608753642,415685974,218466840,194433414,53358,16724,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-16,44892709,724491,NA,609955554,416180608,218606466,194580519,51837,16201,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-17,44914861,724673,NA,610657424,416451351,218689124,194666055,51504,16038,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-18,45036894,726545,NA,611893348,417288397,218910214,194879797,51723,16213,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-19,45120577,728682,NA,613618584,418117162,219110873,195074723,50595,15980,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-20,45207199,731688,NA,615509727,418961219,219312415,195271580,49311,15678,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-21,45289145,733564,NA,617357108,419828289,219517647,195471258,48405,15312,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-22,45376442,735699,NA,618981265,421215375,219806819,195718953,47454,15078,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-23,45406266,736148,NA,620089945,422047233,219980866,195852850,46398,14681,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-24,45423368,736296,NA,620726801,422521697,220087374,195933466,46114,14445,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-25,45528929,737709,NA,621887519,424056124,220386048,196137998,46380,14612,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-26,45616352,739445,NA,623575979,425629237,220680098,196340394,45821,14543,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-27,45710896,741460,NA,625385614,427261430,220982546,196548535,45003,14398,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-28,45797081,743242,NA,627085015,428881867,221274781,196759347,44195,14100,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-29,45885804,745262,NA,628647631,430682193,221596374,196999520,43513,12455,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-30,45915215,745586,NA,629707879,431506109,221760811,197118946,42766,12152,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-10-31,45934098,745743,NA,630324949,431946209,221859871,197189532,42513,12092,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-01,46058668,746894,NA,631386671,433444390,222142648,197386877,42623,12108,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-02,46135611,748410,NA,633035855,434958974,222422701,197575919,42291,11947,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-03,46220455,750290,NA,634939123,436541172,222731712,197769728,41982,11766,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-04,46303542,751413,NA,636701895,438196460,223079500,197966156,41357,11555,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-05,46395310,753734,NA,638301460,440131095,223531971,198197751,40945,11341,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-06,46427249,754136,NA,639424618,441180031,223925115,198318371,40176,11231,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-07,46449334,754268,NA,640262608,441742532,224154283,198390691,40472,11210,NA,-2,-2,-2,-4,-1,-1,-1,3,2,3,1,-3,5,-2,54.17,56.02,61.9,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-08,46575795,755489,NA,641517444,443222436,224624952,198565243,41349,11332,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-09,46659446,757205,NA,643391637,444877385,225145831,198731849,41731,11356,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-10,46757836,758841,NA,645226707,446669529,225720436,198903170,41806,11289,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-11,46822437,759563,NA,646964180,448283191,226267954,199056211,41718,11280,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-12,46951788,761624,NA,648459331,450291224,226905978,199255654,41633,11271,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-13,47013185,762092,NA,649578778,451477104,227443147,199359066,41372,11296,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-14,47036794,762234,NA,650356478,452060853,227683592,199420091,41872,11264,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-15,47185418,763425,NA,651619561,453628557,228141363,199588431,43286,11534,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-16,47275904,764871,NA,653480451,455327598,228627031,199756260,44008,11600,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-17,47390261,766489,NA,655449439,457104744,229131008,199929214,44366,11664,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-18,47500534,769820,NA,657347669,458909854,229634338,200101172,45095,11792,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
"59a13ceb",2021-11-19,47620182,771811,NA,659019699,461005300,230214152,200297271,45157,11823,NA,-2,-2,-2,-4,-1,-1,-1,4,2,3,1,-3,5,-2,55.73,58.8,63.69,0,1,"United States",NA,NA,38,-97,326687501,"USA","US",840,"USD",NA,"ChIJCzYy5IS16lQRQrfeQ5K5Oxw","United States","US",NA,"USA"
